id;ANALFABETOS;ALFABETOS;PRIMARIA;NIVEL MEDIO;UNIVERSITARIOS;RAZA;SEXO
11735;2955;7047;2753;2714;1580;2;2
11736;349;4025;2753;1038;234;2;2
11737;340;3775;2587;253;935;2;2
11738;1650;5421;1390;1102;2929;2;2
11739;1021;6113;537;2834;2742;2;2
11740;325;6915;2276;2186;2453;2;2
11741;2092;2001;1175;241;585;2;2
11742;1762;6347;2192;2295;1860;2;2
11743;244;1757;1507;116;134;2;2
11744;938;5277;95;2874;2308;2;2
11745;2550;5270;860;2379;2031;2;2
11746;580;3581;2610;920;51;2;2
11747;120;4489;2179;564;1746;2;2
11748;1697;3957;1182;237;2538;2;2
11749;1755;4204;484;808;2912;2;2
11750;1974;1756;128;159;1469;2;2
11751;1082;4322;1821;852;1649;2;2
11752;230;4004;2174;310;1520;2;2
11753;1891;3555;2015;729;811;2;2
11754;2931;3272;198;2272;802;2;2
11755;2912;7318;2999;2086;2233;2;2
11756;2538;4751;2410;1042;1299;2;2
11757;1522;5582;2812;2659;111;2;2
11758;247;3801;2920;539;342;2;2
11759;207;5976;1538;2851;1587;2;2
11760;2995;6051;2548;2989;514;2;2
11761;2987;5038;2272;1704;1062;2;2
11762;93;5044;1934;2954;156;2;2
11763;2965;4491;1188;2129;1174;2;2
11764;2852;4900;2460;1502;938;2;2
11765;2501;5889;1911;2417;1561;2;2
11766;1406;6337;1856;1937;2544;2;2
11767;1407;4910;115;1996;2799;2;2
11768;344;4726;2281;199;2246;2;2
11769;394;6431;2456;2022;1953;2;2
11770;1159;5628;2635;725;2268;2;2
11771;1292;7110;2548;2481;2081;2;2
11772;2012;3814;86;1035;2693;2;2
11773;763;5542;957;2944;1641;2;2
11774;672;5104;1274;1325;2505;2;2
11775;321;6019;2200;2598;1221;2;2
11776;504;4545;2302;1222;1021;2;2
11777;226;2479;431;1093;955;2;2
11778;2803;4572;337;1700;2535;2;2
11779;1276;6975;2345;2239;2391;2;2
11780;1313;5372;1376;1414;2582;2;2
11781;1348;2974;665;377;1932;2;2
11782;1785;6736;2925;837;2974;2;2
11783;2601;3195;2369;577;249;2;2
11784;2147;3269;2854;289;126;2;2
11785;2466;4757;2006;1054;1697;2;2
11786;2104;5927;2556;1489;1882;2;2
11787;2206;3448;1216;58;2174;2;2
11788;1942;1861;982;539;340;2;2
11789;637;6238;2416;1788;2034;2;2
11790;443;4423;2847;1038;538;2;2
11791;662;2164;1191;586;387;2;2
11792;990;6594;2182;2595;1817;2;2
11793;1497;4887;2727;1690;470;2;2
11794;1367;5134;2413;16;2705;2;2
11795;2874;3078;2198;456;424;2;2
11796;2872;4279;1734;693;1852;2;2
11797;1583;5993;2954;452;2587;2;2
11798;2283;3291;213;420;2658;2;2
11799;533;7259;2309;2692;2258;2;2
11800;2662;5713;2280;626;2807;2;2
11801;1080;5669;1016;1857;2796;2;2
11802;1293;4914;825;1208;2881;2;2
11803;2419;4740;2370;779;1591;2;2
11804;1034;3600;467;184;2949;2;2
11805;1833;5033;371;2129;2533;2;2
11806;1319;2428;261;226;1941;2;2
11807;2268;5256;1751;1745;1760;2;2
11808;2344;4888;2654;410;1824;2;2
11809;1206;3413;2333;204;876;2;2
11810;1330;1533;567;37;929;2;2
11811;379;5609;2003;1599;2007;2;2
11812;2562;4887;2278;2228;381;2;2
11813;712;4286;1433;1561;1292;2;2
11814;1946;5621;168;2559;2894;2;2
11815;1246;4882;1487;2368;1027;2;2
11816;2759;3687;356;2908;423;2;2
11817;2170;3442;517;67;2858;2;2
11818;1857;3925;2019;1870;36;2;2
11819;1035;5703;1117;2967;1619;2;2
11820;2328;4777;1621;1314;1842;2;2
11821;2163;4595;1620;1557;1418;2;2
11822;1511;2354;596;231;1527;2;2
11823;2121;4048;1396;649;2003;2;2
11824;552;7022;2144;2986;1892;2;2
11825;1025;4533;1676;2152;705;2;2
11826;1038;4224;655;1044;2525;2;2
11827;1273;4419;1273;1265;1881;2;2
11828;662;1918;1304;250;364;2;2
11829;97;3994;2906;1061;27;2;2
11830;1841;2409;723;1460;226;2;2
11831;2976;8531;2804;2953;2774;2;2
11832;569;2336;497;541;1298;2;2
11833;2432;1784;401;495;888;2;2
11834;1313;6072;2189;1621;2262;2;2
11835;2566;5724;2359;2788;577;2;2
11836;580;4448;1991;2408;49;2;2
11837;2456;1770;102;1495;173;2;2
11838;1458;3294;889;1324;1081;2;2
11839;558;6492;2674;2872;946;2;2
11840;2208;7728;2505;2630;2593;2;2
11841;1288;4357;2589;640;1128;2;2
11842;2127;4067;2271;417;1379;2;2
11843;240;2514;668;1003;843;2;2
11844;1042;5609;2438;2403;768;2;2
11845;807;4458;2809;555;1094;2;2
11846;2743;6779;2636;1376;2767;2;2
11847;2524;4545;908;1346;2291;2;2
11848;1414;6064;682;2753;2629;2;2
11849;1310;734;230;296;208;2;2
11850;2820;6847;2642;2787;1418;2;2
11851;2312;3786;1388;1844;554;2;2
11852;58;2430;2230;147;53;2;2
11853;2640;5087;1743;1849;1495;2;2
11854;495;5342;2386;335;2621;2;2
11855;2466;4181;819;1165;2197;2;2
11856;856;4011;968;1887;1156;2;2
11857;679;3395;215;2672;508;2;2
11858;1901;3711;2820;404;487;2;2
11859;1579;4452;1364;1984;1104;2;2
11860;946;5033;1562;2838;633;2;2
11861;680;4504;1912;263;2329;2;2
11862;2258;6492;2621;959;2912;2;2
11863;932;5913;1710;2282;1921;2;2
11864;629;4018;2036;1068;914;2;2
11865;1647;3398;34;1723;1641;2;2
11866;1930;4425;1426;2418;581;2;2
11867;2627;4163;1204;2376;583;2;2
11868;666;4682;1085;1942;1655;2;2
11869;1655;3497;477;409;2611;2;2
11870;659;3775;429;1282;2064;2;2
11871;2344;4481;1792;2354;335;2;2
11872;2636;4030;2968;887;175;2;2
11873;2137;1971;1224;664;83;2;2
11874;2942;4743;2135;969;1639;2;2
11875;2657;2822;207;748;1867;2;2
11876;1888;6152;2584;759;2809;2;2
11877;845;4948;929;2265;1754;2;2
11878;1126;3880;1248;1440;1192;2;2
11879;1506;4330;1796;578;1956;2;2
11880;2927;6126;1858;1745;2523;2;2
11881;1390;2350;392;701;1257;2;2
11882;2425;5896;479;2998;2419;2;2
11883;1627;5009;1747;1429;1833;2;2
11884;990;4093;2226;1330;537;2;2
11885;2305;4784;768;2616;1400;2;2
11886;1516;3306;2127;685;494;2;2
11887;1632;4328;1610;972;1746;2;2
11888;317;5455;827;2107;2521;2;2
11889;796;4023;1958;2003;62;2;2
11890;2237;5477;1990;978;2509;2;2
11891;35;2935;973;1705;257;2;2
11892;2684;4931;1895;1762;1274;2;2
11893;2566;6078;1901;1248;2929;2;2
11894;4;3713;1652;1949;112;2;2
11895;28;6966;2515;2219;2232;2;2
11896;324;4263;2601;180;1482;2;2
11897;2638;5059;1542;1247;2270;2;2
11898;2359;3611;361;2114;1136;2;2
11899;1209;3028;507;1188;1333;2;2
11900;2754;3795;382;2174;1239;2;2
11901;1136;2534;1229;789;516;2;2
11902;2605;5772;2237;2276;1259;2;2
11903;2610;4963;537;2833;1593;2;2
11904;357;5986;1303;2468;2215;2;2
11905;1059;3395;354;1507;1534;2;2
11906;2916;4014;1480;441;2093;2;2
11907;1667;6021;2031;2834;1156;2;2
11908;80;4642;2222;643;1777;2;2
11909;2881;5374;2190;691;2493;2;2
11910;1353;6691;2119;2999;1573;2;2
11911;559;5519;2552;2524;443;2;2
11912;8;5267;2997;197;2073;2;2
11913;1271;2417;1755;287;375;2;2
11914;1996;1353;861;88;404;2;2
11915;1641;3617;2068;471;1078;2;2
11916;1516;3315;195;1692;1428;2;2
11917;757;5957;943;2207;2807;2;2
11918;282;4526;469;1217;2840;2;2
11919;1933;6512;2793;775;2944;2;2
11920;2469;5492;1047;1973;2472;2;2
11921;2025;5524;97;2687;2740;2;2
11922;1373;3677;1829;1033;815;2;2
11923;241;8158;2410;2765;2983;2;2
11924;79;5110;2003;1532;1575;2;2
11925;2504;5882;2827;1208;1847;2;2
11926;2754;4647;613;1739;2295;2;2
11927;36;2518;90;12;2416;2;2
11928;1130;7558;1975;2794;2789;2;2
11929;363;3422;2125;302;995;2;2
11930;2424;4059;1061;163;2835;2;2
11931;1983;6896;2325;1769;2802;2;2
11932;398;7344;2606;2782;1956;2;2
11933;1142;6490;2279;1830;2381;2;2
11934;917;6398;2665;1787;1946;2;2
11935;2804;4688;1447;2541;700;2;2
11936;1104;6380;2508;2716;1156;2;2
11937;1327;5306;856;2946;1504;2;2
11938;1562;6472;2007;2048;2417;2;2
11939;1406;3608;376;1793;1439;2;2
11940;1833;3985;515;1071;2399;2;2
11941;752;3238;16;1867;1355;2;2
11942;2214;4142;648;865;2629;2;2
11943;545;6199;2909;2813;477;2;2
11944;597;1533;593;38;902;2;2
11945;1499;2934;123;1060;1751;2;2
11946;920;3045;106;1425;1514;2;2
11947;1027;3943;889;1348;1706;2;2
11948;2628;4606;1085;547;2974;2;2
11949;2160;7078;1894;2914;2270;2;2
11950;487;3907;253;2054;1600;2;2
11951;2814;4795;970;2535;1290;2;2
11952;626;4864;1820;2238;806;2;2
11953;520;6023;2869;255;2899;2;2
11954;2709;7445;2888;2977;1580;2;2
11955;2281;8158;2879;2343;2936;2;2
11956;2134;5064;2753;244;2067;2;2
11957;2476;1798;270;1409;119;2;2
11958;575;2163;703;1189;271;2;2
11959;2789;5256;2644;1865;747;2;2
11960;2499;3114;315;225;2574;2;2
11961;21;3169;1130;1145;894;2;2
11962;2688;4769;2400;199;2170;2;2
11963;2778;4076;1592;1997;487;2;2
11964;668;3782;1450;515;1817;2;2
11965;1556;3532;781;790;1961;2;2
11966;1117;4405;1275;577;2553;2;2
11967;1904;5238;487;2722;2029;2;2
11968;1520;5509;841;2477;2191;2;2
11969;2416;2999;917;1668;414;2;2
11970;532;6724;1919;2389;2416;2;2
11971;2747;5366;1416;2114;1836;2;2
11972;763;4027;810;2058;1159;2;2
11973;1627;3773;1391;2297;85;2;2
11974;487;5419;2824;2507;88;2;2
11975;416;4370;1709;109;2552;2;2
11976;95;4663;2498;819;1346;2;2
11977;338;5641;2364;1909;1368;2;2
11978;291;5258;1573;1828;1857;2;2
11979;2752;2914;390;1284;1240;2;2
11980;635;3605;53;1977;1575;2;2
11981;2922;4245;1628;1335;1282;2;2
11982;28;7442;2207;2927;2308;2;2
11983;1143;1467;560;882;25;2;2
11984;2948;3474;147;2390;937;2;2
11985;2674;4393;2389;761;1243;2;2
11986;2687;4410;1444;1438;1528;2;2
11987;1589;4228;1787;2151;290;2;2
11988;73;7007;2068;2972;1967;2;2
11989;18;4009;2040;1322;647;2;2
11990;530;2160;1459;238;463;2;2
11991;968;5532;542;2976;2014;2;2
11992;495;3866;877;658;2331;2;2
11993;1633;4187;2986;846;355;2;2
11994;2386;4530;620;1453;2457;2;2
11995;2003;5934;2080;1011;2843;2;2
11996;568;4669;542;1756;2371;2;2
11997;474;2204;661;140;1403;2;2
11998;2732;5480;1656;2527;1297;2;2
11999;2131;2762;434;1926;402;2;2
12000;1073;3880;101;1016;2763;2;2
12001;2007;3314;747;2085;482;2;2
12002;2800;4986;2876;2075;35;2;2
12003;26;6466;2350;1582;2534;2;2
12004;1711;5071;1519;1805;1747;2;2
12005;677;5195;1283;2083;1829;2;2
12006;1951;3456;83;415;2958;2;2
12007;132;6457;2800;1752;1905;2;2
12008;2182;7478;2345;2259;2874;2;2
12009;1262;5039;1218;2573;1248;2;2
12010;2733;4524;1835;2380;309;2;2
12011;1882;3414;66;1533;1815;2;2
12012;687;4127;2341;1531;255;2;2
12013;1126;2500;1574;582;344;2;2
12014;2784;2017;218;422;1377;2;2
12015;529;6681;2488;2054;2139;2;2
12016;1502;2472;1386;632;454;2;2
12017;711;3267;2251;829;187;2;2
12018;110;4904;2056;1999;849;2;2
12019;1946;6565;1907;2163;2495;2;2
12020;2728;2002;171;684;1147;2;2
12021;333;1730;117;731;882;2;2
12022;1108;2979;1410;617;952;2;2
12023;1834;6456;2416;2698;1342;2;2
12024;2702;3747;283;2387;1077;2;2
12025;2552;3909;2867;753;289;2;2
12026;1748;2227;1637;85;505;2;2
12027;2586;5826;2989;2635;202;2;2
12028;855;5995;2095;2612;1288;2;2
12029;490;4452;1682;794;1976;2;2
12030;2443;5867;2697;492;2678;2;2
12031;2933;3460;318;2079;1063;2;2
12032;6;3190;563;2352;275;2;2
12033;2940;3134;1074;2016;44;2;2
12034;348;3039;63;172;2804;2;2
12035;2440;3853;147;2943;763;2;2
12036;740;5806;2910;2505;391;2;2
12037;2474;5185;1140;1714;2331;2;2
12038;276;2707;489;1530;688;2;2
12039;883;4544;2825;673;1046;2;2
12040;2500;4427;557;2382;1488;2;2
12041;1119;5608;2388;2552;668;2;2
12042;1454;3548;2571;888;89;2;2
12043;2991;4489;2970;271;1248;2;2
12044;2257;5423;424;2753;2246;2;2
12045;897;4294;1658;1244;1392;2;2
12046;153;4248;1208;2802;238;2;2
12047;200;7129;2877;2515;1737;2;2
12048;1182;6619;2169;1602;2848;2;2
12049;1705;5312;738;2409;2165;2;2
12050;1006;2055;634;1359;62;2;2
12051;1203;4109;2159;879;1071;2;2
12052;1390;6748;2478;2255;2015;2;2
12053;2257;3280;352;251;2677;2;2
12054;1408;2766;917;1430;419;2;2
12055;1697;1443;17;1413;13;2;2
12056;2466;5882;2568;458;2856;2;2
12057;2439;6821;2950;1107;2764;2;2
12058;2746;6450;893;2583;2974;2;2
12059;342;3611;696;1834;1081;2;2
12060;404;3315;1190;1539;586;2;2
12061;2164;4607;368;1866;2373;2;2
12062;1164;5110;1170;1664;2276;2;2
12063;2791;3658;1190;185;2283;2;2
12064;25;5050;2601;1060;1389;2;2
12065;2969;3092;1197;966;929;2;2
12066;2056;3513;1390;1454;669;2;2
12067;1165;5525;1658;905;2962;2;2
12068;1295;6140;1107;2883;2150;2;2
12069;2105;3162;669;1996;497;2;2
12070;1064;4261;2268;1461;532;2;2
12071;2640;6012;2724;2645;643;2;2
12072;805;6284;1745;1842;2697;2;2
12073;152;6561;2719;2197;1645;2;2
12074;1444;5328;1720;2138;1470;2;2
12075;1948;5049;2456;2500;93;2;2
12076;2856;6284;2976;1318;1990;2;2
12077;1617;6643;2441;1769;2433;2;2
12078;2456;3795;188;2144;1463;2;2
12079;2663;6443;2543;2780;1120;2;2
12080;2776;5724;2731;1560;1433;2;2
12081;856;4345;868;777;2700;2;2
12082;2963;4369;1162;677;2530;2;2
12083;2761;7456;2303;2911;2242;2;2
12084;1763;4014;545;2080;1389;2;2
12085;1163;3475;599;1371;1505;2;2
12086;864;2262;838;846;578;2;2
12087;296;3963;2264;179;1520;2;2
12088;1472;6255;1863;2045;2347;2;2
12089;922;3204;669;2441;94;2;2
12090;1833;4260;2185;1066;1009;2;2
12091;2875;7075;2625;2947;1503;2;2
12092;1110;4813;1787;2208;818;2;2
12093;1569;5420;1718;2706;996;2;2
12094;1766;7359;2768;2250;2341;2;2
12095;884;3354;1409;936;1009;2;2
12096;2790;3007;2365;373;269;2;2
12097;326;4593;1558;1371;1664;2;2
12098;479;3112;2511;413;188;2;2
12099;2001;1319;777;194;348;2;2
12100;462;3969;2374;404;1191;2;2
12101;714;5782;1164;1877;2741;2;2
12102;74;1955;99;846;1010;2;2
12103;1672;4799;1117;1176;2506;2;2
12104;880;2821;1027;1452;342;2;2
12105;869;2528;159;1929;440;2;2
12106;2709;7002;2473;2973;1556;2;2
12107;2326;6514;2804;2602;1108;2;2
12108;1956;5730;1177;2220;2333;2;2
12109;2694;2173;1878;89;206;2;2
12110;339;2326;463;467;1396;2;2
12111;1976;4399;2301;30;2068;2;2
12112;248;966;231;140;595;2;2
12113;1466;5010;375;2974;1661;2;2
12114;414;4631;690;1244;2697;2;2
12115;1504;3548;1263;2129;156;2;2
12116;176;2003;442;527;1034;2;2
12117;239;4713;2440;2180;93;2;2
12118;1101;2413;1340;1051;22;2;2
12119;1403;6085;1303;1964;2818;2;2
12120;2212;4302;2750;186;1366;2;2
12121;554;3364;2409;401;554;2;2
12122;966;7234;1845;2564;2825;2;2
12123;2602;3739;2130;441;1168;2;2
12124;1268;4432;763;2598;1071;2;2
12125;530;5786;1514;2316;1956;2;2
12126;318;5891;2828;579;2484;2;2
12127;153;5791;2896;350;2545;2;2
12128;802;3051;869;2022;160;2;2
12129;2828;4873;1042;1073;2758;2;2
12130;953;4866;1714;2254;898;2;2
12131;20;6507;2073;2642;1792;2;2
12132;329;1871;689;215;967;2;2
12133;1474;7227;2785;1478;2964;2;2
12134;1253;4925;180;1972;2773;2;2
12135;2773;5157;1727;2212;1218;2;2
12136;311;7444;1848;2961;2635;2;2
12137;1883;5899;2852;1133;1914;2;2
12138;1850;4864;986;2576;1302;2;2
12139;1685;5108;2174;2373;561;2;2
12140;2880;4978;2450;2447;81;2;2
12141;1753;3611;867;114;2630;2;2
12142;2444;4651;1646;2937;68;2;2
12143;1290;5861;1852;1104;2905;2;2
12144;1322;5112;2490;2610;12;2;2
12145;709;5223;1108;2086;2029;2;2
12146;2445;4266;904;2718;644;2;2
12147;2948;7460;2411;2283;2766;2;2
12148;2360;5131;1617;870;2644;2;2
12149;2385;4709;1420;1836;1453;2;2
12150;2956;4947;1260;1810;1877;2;2
12151;1158;4568;105;2808;1655;2;2
12152;2080;6381;2512;2414;1455;2;2
12153;531;5722;1192;2473;2057;2;2
12154;1858;3903;2363;2;1538;2;2
12155;1317;1987;1120;172;695;2;2
12156;2304;4691;1061;1289;2341;2;2
12157;2671;3095;179;191;2725;2;2
12158;67;5681;2915;1703;1063;2;2
12159;1310;2038;976;694;368;2;2
12160;2372;5790;2538;2744;508;2;2
12161;1788;5283;917;2470;1896;2;2
12162;939;5670;1805;2692;1173;2;2
12163;454;5305;1349;1361;2595;2;2
12164;1202;5488;2054;687;2747;2;2
12165;640;4261;1748;1517;996;2;2
12166;1986;6378;2610;2836;932;2;2
12167;1135;5270;1655;1035;2580;2;2
12168;2282;4588;382;1720;2486;2;2
12169;1433;2725;1006;1283;436;2;2
12170;1198;3716;2608;766;342;2;2
12171;848;5025;1325;2821;879;2;2
12172;1268;2596;415;1184;997;2;2
12173;2823;3068;518;614;1936;2;2
12174;1679;3676;3;1537;2136;2;2
12175;1814;3183;570;757;1856;2;2
12176;650;4764;1356;1597;1811;2;2
12177;1725;4869;1361;1763;1745;2;2
12178;1180;3812;742;1227;1843;2;2
12179;1861;4629;2374;2119;136;2;2
12180;2370;4997;2630;365;2002;2;2
12181;2078;6489;2720;1974;1795;2;2
12182;644;4321;1250;393;2678;2;2
12183;1820;2809;771;812;1226;2;2
12184;376;5911;1123;2123;2665;2;2
12185;474;5595;2718;1312;1565;2;2
12186;1825;4577;1470;1490;1617;2;2
12187;294;2320;1401;565;354;2;2
12188;734;2693;1061;1311;321;2;2
12189;953;5496;1135;2515;1846;2;2
12190;2293;4031;950;2145;936;2;2
12191;2717;2562;104;1442;1016;2;2
12192;1643;6040;1462;1962;2616;2;2
12193;869;5864;1750;1589;2525;2;2
12194;181;2059;485;1488;86;2;2
12195;1031;2340;173;1701;466;2;2
12196;1762;5576;1619;2781;1176;2;2
12197;831;5657;2283;890;2484;2;2
12198;1201;497;207;208;82;2;2
12199;1986;4594;1342;2339;913;2;2
12200;2259;4597;2907;1080;610;2;2
12201;541;4093;1597;531;1965;2;2
12202;665;3465;2250;334;881;2;2
12203;875;4767;1442;866;2459;2;2
12204;1809;6702;2294;2509;1899;2;2
12205;170;7323;2530;1929;2864;2;2
12206;933;3004;2105;120;779;2;2
12207;178;6631;2804;2093;1734;2;2
12208;2934;3700;563;1459;1678;2;2
12209;174;3376;1757;1551;68;2;2
12210;1886;3002;1615;697;690;2;2
12211;2059;3897;478;1747;1672;2;2
12212;2975;4532;688;1920;1924;2;2
12213;2170;3880;1519;371;1990;2;2
12214;2685;4742;757;1640;2345;2;2
12215;1749;4549;2975;397;1177;2;2
12216;732;5789;2981;632;2176;2;2
12217;1773;4310;291;1572;2447;2;2
12218;62;3557;1025;1656;876;2;2
12219;2723;5262;2418;357;2487;2;2
12220;1508;1760;1390;340;30;2;2
12221;2919;3641;528;820;2293;2;2
12222;1562;3053;2953;83;17;2;2
12223;2031;3835;1204;1693;938;2;2
12224;1617;3150;596;2458;96;2;2
12225;1103;4349;1125;307;2917;2;2
12226;505;6450;1572;2437;2441;2;2
12227;749;3058;852;1839;367;2;2
12228;2119;6620;2657;2901;1062;2;2
12229;2319;2712;435;771;1506;2;2
12230;1352;5217;1844;1671;1702;2;2
12231;1349;4376;2662;999;715;2;2
12232;834;2065;1516;90;459;2;2
12233;1886;4705;2364;2275;66;2;2
12234;495;3607;2428;360;819;2;2
12235;2760;4261;2919;812;530;2;2
12236;2700;5570;1169;2013;2388;2;2
12237;573;5817;1865;2371;1581;2;2
12238;1469;5870;1141;1812;2917;2;2
12239;1491;5607;2410;2415;782;2;2
12240;481;3419;2981;339;99;2;2
12241;2501;3027;680;1790;557;2;2
12242;1896;3705;2833;448;424;2;2
12243;1391;3023;221;477;2325;2;2
12244;737;3864;1373;2248;243;2;2
12245;233;4515;1656;2286;573;2;2
12246;1453;7358;2258;2556;2544;2;2
12247;1445;4567;2017;1568;982;2;2
12248;388;4687;1925;166;2596;2;2
12249;2874;4526;1556;817;2153;2;2
12250;197;3464;875;2475;114;2;2
12251;1552;4323;1184;2608;531;2;2
12252;2646;2839;73;2599;167;2;2
12253;1496;4385;2500;1010;875;2;2
12254;164;4501;2012;858;1631;2;2
12255;1101;4028;170;2525;1333;2;2
12256;483;4562;1408;389;2765;2;2
12257;2242;3896;725;1692;1479;2;2
12258;962;5219;1432;1637;2150;2;2
12259;1182;4452;1320;1859;1273;2;2
12260;850;3690;2219;611;860;2;2
12261;2551;6019;772;2719;2528;2;2
12262;1931;5319;1762;2655;902;2;2
12263;1507;7690;2723;1968;2999;2;2
12264;2823;3246;554;1722;970;2;2
12265;756;3688;2233;133;1322;2;2
12266;2503;5502;1839;2900;763;2;2
12267;1224;3493;879;2284;330;2;2
12268;976;2577;2253;92;232;2;2
12269;1294;5373;2721;1413;1239;2;2
12270;386;7203;2697;2589;1917;2;2
12271;1303;6062;2083;2664;1315;2;2
12272;1197;5459;1690;2901;868;2;2
12273;274;6294;2992;2850;452;2;2
12274;781;6135;2480;2101;1554;2;2
12275;2931;6963;1615;2375;2973;2;2
12276;2221;4124;2179;1354;591;2;2
12277;839;4807;471;2545;1791;2;2
12278;2982;3772;2713;879;180;2;2
12279;2554;6221;2083;2913;1225;2;2
12280;318;5341;1808;2796;737;2;2
12281;169;3132;143;2715;274;2;2
12282;1946;3908;2427;864;617;2;2
12283;2267;3869;1368;1554;947;2;2
12284;403;1837;478;929;430;2;2
12285;1249;3488;2394;967;127;2;2
12286;2852;2879;1130;568;1181;2;2
12287;1594;6238;1825;1785;2628;2;2
12288;1333;5612;532;2741;2339;2;2
12289;1187;3281;1418;1024;839;2;2
12290;1961;7815;2614;2595;2606;2;2
12291;164;3676;1712;1250;714;2;2
12292;2467;2819;743;307;1769;2;2
12293;780;7069;2008;2718;2343;2;2
12294;15;6151;2952;423;2776;2;2
12295;1207;3935;2698;257;980;2;2
12296;475;2690;16;191;2483;2;2
12297;857;4952;464;2682;1806;2;2
12298;1607;3132;136;1717;1279;2;2
12299;1198;7452;1874;2624;2954;2;2
12300;2204;5731;2121;2716;894;2;2
12301;2475;2854;1215;192;1447;2;2
12302;402;5567;2922;2142;503;2;2
12303;2104;5486;913;2803;1770;2;2
12304;659;4035;684;2075;1276;2;2
12305;751;3772;827;1736;1209;2;2
12306;896;2054;176;219;1659;2;2
12307;2698;5292;1210;1838;2244;2;2
12308;2145;5033;2383;938;1712;2;2
12309;2418;2203;408;558;1237;2;2
12310;1049;5473;424;2339;2710;2;2
12311;1915;6107;808;2788;2511;2;2
12312;2448;6213;1404;2690;2119;2;2
12313;2999;2980;1941;471;568;2;2
12314;2342;4902;2635;660;1607;2;2
12315;1919;2904;385;1642;877;2;2
12316;2298;1124;193;286;645;2;2
12317;1814;3985;1298;2425;262;2;2
12318;57;3811;1133;1453;1225;2;2
12319;202;2967;1330;936;701;2;2
12320;348;4680;1601;550;2529;2;2
12321;2457;2179;605;1130;444;2;2
12322;496;4602;1389;401;2812;2;2
12323;1933;5435;1572;2570;1293;2;2
12324;968;6211;2356;1184;2671;2;2
12325;665;5586;2571;1351;1664;2;2
12326;1836;1948;24;1583;341;2;2
12327;1159;3411;30;1223;2158;2;2
12328;1216;3525;1146;1443;936;2;2
12329;1968;4881;913;1461;2507;2;2
12330;2617;2145;1188;656;301;2;2
12331;2115;7013;2228;2052;2733;2;2
12332;2117;3566;352;2449;765;2;2
12333;9;2770;461;1799;510;2;2
12334;1162;3017;2051;185;781;2;2
12335;779;2757;631;203;1923;2;2
12336;1835;3771;1698;1816;257;2;2
12337;2987;5819;939;1963;2917;2;2
12338;1810;5576;2198;2940;438;2;2
12339;856;5848;582;2826;2440;2;2
12340;320;5199;1422;783;2994;2;2
12341;2992;1495;447;535;513;2;2
12342;2294;5268;2329;1189;1750;2;2
12343;2747;4175;1124;282;2769;2;2
12344;1471;7847;2887;2391;2569;2;2
12345;2876;5172;1636;2048;1488;2;2
12346;2746;5179;2830;419;1930;2;2
12347;817;4196;409;1905;1882;2;2
12348;646;3617;763;501;2353;2;2
12349;2469;4689;1096;2102;1491;2;2
12350;1792;3253;95;657;2501;2;2
12351;342;6172;1064;2658;2450;2;2
12352;1108;1966;815;257;894;2;2
12353;1668;6589;1640;2460;2489;2;2
12354;478;4343;657;2468;1218;2;2
12355;2997;3984;1516;1222;1246;2;2
12356;389;3779;2938;233;608;2;2
12357;112;4245;1587;1863;795;2;2
12358;1455;5879;2590;1980;1309;2;2
12359;403;4674;2503;219;1952;2;2
12360;1617;3524;2975;431;118;2;2
12361;2942;6300;2833;1225;2242;2;2
12362;2708;4004;1329;1746;929;2;2
12363;158;5309;2606;393;2310;2;2
12364;276;2465;1272;291;902;2;2
12365;1612;4130;2223;295;1612;2;2
12366;239;3994;810;2095;1089;2;2
12367;435;4820;2114;880;1826;2;2
12368;1422;6238;1607;2211;2420;2;2
12369;1405;4046;2932;1058;56;2;2
12370;1727;2080;462;1105;513;2;2
12371;260;6088;2042;2819;1227;2;2
12372;2631;6249;2554;2367;1328;2;2
12373;461;4992;2670;133;2189;2;2
12374;768;4836;160;1883;2793;2;2
12375;1070;4454;849;2773;832;2;2
12376;2722;3126;898;388;1840;2;2
12377;2607;4964;471;2510;1983;2;2
12378;1723;3480;964;1888;628;2;2
12379;447;1474;179;148;1147;2;2
12380;2270;3752;1147;1358;1247;2;2
12381;1566;3582;194;747;2641;2;2
12382;1901;5676;539;2540;2597;2;2
12383;1366;1819;576;227;1016;2;2
12384;1945;7132;2747;2338;2047;2;2
12385;2016;1305;461;392;452;2;2
12386;1238;5331;673;2744;1914;2;2
12387;895;5058;1616;2363;1079;2;2
12388;1523;5532;2134;1881;1517;2;2
12389;1347;2681;1689;796;196;2;2
12390;1871;2352;128;1809;415;2;2
12391;50;7262;2676;2281;2305;2;2
12392;1268;6639;2124;2778;1737;2;2
12393;639;6416;1552;2344;2520;2;2
12394;409;7116;2963;2622;1531;2;2
12395;2137;3571;314;1128;2129;2;2
12396;2364;4804;2663;1982;159;2;2
12397;296;6247;2647;1527;2073;2;2
12398;1212;4292;483;2745;1064;2;2
12399;813;4490;2435;701;1354;2;2
12400;2495;7940;2551;2999;2390;2;2
12401;1097;4164;2166;329;1669;2;2
12402;1230;5580;615;2478;2487;2;2
